,ID8102,YEAR,OUTCOME,OUTCMYEAR,switcher,instresp,XL.AREA,age1.fav,age2.fav,age3.fav,age4.fav,age5.fav,age6.fav,age7.fav,age8.fav,age9.fav,age10.fav,age11.fav,age12.fav,age1.opp,age2.opp,age3.opp,age4.opp,age5.opp,age6.opp,age7.opp,age8.opp,age9.opp,age10.opp,age11.opp,age12.opp,age1.dk,age2.dk,age3.dk,age4.dk,age5.dk,age6.dk,age7.dk,age8.dk,age9.dk,age10.dk,age11.dk,age12.dk,edu1.fav,edu2.fav,edu3.fav,edu4.fav,edu5.fav,edu6.fav,edu7.fav,edu8.fav,edu9.fav,edu10.fav,edu11.fav,edu12.fav,edu1.opp,edu2.opp,edu3.opp,edu4.opp,edu5.opp,edu6.opp,edu7.opp,edu8.opp,edu9.opp,edu10.opp,edu11.opp,edu12.opp,edu1.dk,edu2.dk,edu3.dk,edu4.dk,edu5.dk,edu6.dk,edu7.dk,edu8.dk,edu9.dk,edu10.dk,edu11.dk,edu12.dk,inc1.fav,inc2.fav,inc3.fav,inc4.fav,inc5.fav,inc6.fav,inc7.fav,inc8.fav,inc9.fav,inc10.fav,inc11.fav,inc12.fav,inc1.opp,inc2.opp,inc3.opp,inc4.opp,inc5.opp,inc6.opp,inc7.opp,inc8.opp,inc9.opp,inc10.opp,inc11.opp,inc12.opp,inc1.dk,inc2.dk,inc3.dk,inc4.dk,inc5.dk,inc6.dk,inc7.dk,inc8.dk,inc9.dk,inc10.dk,inc11.dk,inc12.dk,white.fav,black.fav,hispa.fav,asina.fav,white.opp,black.opp,hispa.opp,asina.opp,white.dk,black.dk,hispa.dk,asian.dk,pid1.fav,pid2.fav,pid3.fav,pid4.fav,pid5.fav,pid6.fav,pid7.fav,pid1.opp,pid2.opp,pid3.opp,pid4.opp,pid5.opp,pid6.opp,pid7.opp,pid1.dk,pid2.dk,pid3.dk,pid4.dk,pid5.dk,pid6.dk,pid7.dk,ideo1.fav,ideo2.fav,ideo3.fav,ideo4.fav,ideo5.fav,ideo6.fav,ideo7.fav,ideo1.opp,ideo2.opp,ideo3.opp,ideo4.opp,ideo5.opp,ideo6.opp,ideo7.opp,ideo1.dk,ideo2.dk,ideo3.dk,ideo4.dk,ideo5.dk,ideo6.dk,ideo7.dk,male.fav,female.fav,male.opp,female.opp,male.dk,female.dk,protes.fav,cathlc.fav,jewish.fav,seculr.fav,protes.opp,cathlc.opp,jewish.opp,seculr.opp,protes.dk,cathlc.dk,jewish.dk,seculr.dk,east.fav,south.fav,midwst.fav,west.fav,east.opp,south.opp,midwst.opp,west.opp,east.dk,south.dk,midwst.dk,west.dk,nounn.fav,union.fav,nounn.opp,union.opp,nounn.dk,union.dk,pred10.sw,pred30.sw,pred50.sw,pred70.sw,pred90.sw,PREDALL.SW,INTGRP.STFAV,INTGRP.SWFAV,INTGRP.STOPP,INTGRP.SWOPP,AARP,AFLCIO,Airlines,AmericanBankersAssociation,AmericanCouncilofLifeInsurance,AmericanFarmBureauFederation,AmericanFederationofStateCountya,AmericanHospitalAssociation,AmericanIsraelPublicAffairsCommi,AmericanLegion,AmericanMedicalAssociation,AssociationofTrialLawyers,Automobilecompanies,ChamberofCommerce,ChristianCoalition,Computersoftwareandhardware,CreditUnionNationalAssociation,Defensecontractors,Electriccompanies,HealthInsuranceAssociation,IndependentInsuranceAgentsofAmer,InternationalBrotherhoodofTeamst,MotionPictureAssociationofAmeric,NationalAssociationofBroadcaster,NationalAssociationofHomeBuilder,NationalAssociationofManufacture,NationalAssociationofRealtors,NationalBeerWholesalersAssociati,NationalEducationAssociation,NationalFederationofIndependentB,NationalGovernorsAssociation,NationalRestaurantAssociation,NationalRifleAssociation,NationalRighttoLifeCommittee,OilCompanies,PharmaceuticalResearchManufactur,RecordingIndustryAssociation,Securitiesandinvestmentcompanies,Telephonecompanies,Tobbacocompanies,UnitedAutoWorkersunion,Universities,VeteransofForeignWarsoftheU.S,ECYN,SWYN,FPYN,RLYN,GNYN,ideology,QuestionText,change,rich.want,middle.want,poor.want,diff
55,916,1995,0,NA,0,1,soc welfare,88.91999817,139.0500031,137.7100067,65.16000366,64.73999786,57.95999908,NA,NA,NA,NA,NA,NA,119.3399963,148.3200073,125.9899979,101.3600006,87.98000336,63.47999954,NA,NA,NA,NA,NA,NA,25.73999977,21.62999916,26.37000084,16.29000092,14.93999958,16.55999947,NA,NA,NA,NA,NA,NA,44.79999924,190.5200043,138.8000031,99,99.95999908,NA,NA,NA,NA,NA,NA,NA,81.19999695,194.8500061,180.4400024,107.8000031,87.72000122,NA,NA,NA,NA,NA,NA,NA,15.39999962,47.63000107,27.76000023,11,16.31999969,NA,NA,NA,NA,NA,NA,NA,87.37999725,63.29999924,213.6000061,74.19999695,117.3000031,0,0,0,0,0,0,0,138.7799988,130.8200073,195.8000031,61.59999847,119.8499985,0,0,0,0,0,0,0,30.84000015,16.87999916,40.04999924,2.799999952,17.85000038,0,NA,NA,NA,NA,NA,NA,504.4500122,48.18000031,11.72999954,7.139999866,493.2399902,94.90000153,53.13000107,8.329999924,123.3099976,2.920000076,4.139999866,1.529999971,171.5500031,164.1199951,171.1999969,NA,NA,NA,NA,160.6000061,179.0399933,222.5599976,NA,NA,NA,NA,32.84999847,29.84000015,34.24000168,NA,NA,NA,NA,234.7799988,182.0399933,125.5800018,NA,NA,NA,NA,267.5400085,217.5599976,167.4400024,NA,NA,NA,NA,38.22000122,44.40000153,28.97999954,NA,NA,NA,NA,277.2000122,280.0599976,295.6799927,375.8699951,43.11999893,81.06999969,0,0,0,0,0,0,0,0,0,0,0,0,157.5899963,163.9100037,172.3500061,74.12000275,120.5100021,248.0800018,180.0099945,117.7200012,30.89999962,35.43999863,30.63999939,26.15999985,315.0899963,53.93999863,793.5599976,122.7600021,58.34999847,9.300000191,0.34808445,0.434040189,0.491633356,0.517484307,0.51105535,0.46045953,0,0,2,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,0,1,0,0,0,-1,"In order to reduce the federal budget deficit, some have proposed a reduction in the annual cost of living increases given on the pensions of retirees from the military and federal government. Do you favor or oppose this proposal?",FALSE,TRUE,FALSE,FALSE,1
58,982,1995,0,NA,1,1,guns,53.75999832,57.81000137,68.04000092,57.59999847,42.41999817,0,NA,NA,NA,NA,NA,NA,54.88000107,63.95999908,54.18000031,57.59999847,56.56000137,0,NA,NA,NA,NA,NA,NA,4.480000019,1.230000019,2.519999981,4.800000191,3.029999971,0,NA,NA,NA,NA,NA,NA,17.62999916,85.36000061,81.12000275,67.83000183,33.63999939,NA,NA,NA,NA,NA,NA,NA,24.51000023,102.8199997,70.19999695,59.84999847,24.36000061,NA,NA,NA,NA,NA,NA,NA,1.289999962,5.820000172,4.679999828,5.320000172,0,NA,NA,NA,NA,NA,NA,NA,42.63999939,65.16999817,59.5,43.68000031,45.36000061,0,0,0,0,0,0,0,61.36000061,65.16999817,57.11999893,42.77000046,23.04000092,0,0,0,0,0,0,0,1.039999962,2.660000086,1.190000057,4.550000191,3.599999905,0,NA,NA,NA,NA,NA,NA,246,14.27999973,8.930000305,4.900000095,231.2400055,27.71999931,10.06999969,4,14.76000023,0,0,1,68.63999939,108.6500015,86.40000153,NA,NA,NA,NA,81.12000275,88.15000153,103.6800003,NA,NA,NA,NA,6.239999771,6.150000095,1.919999957,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,144,141,141,156,12,3,0,0,0,0,0,0,0,0,0,0,0,0,70.55999756,77.51999664,73.5,64.80000305,51.65999985,120.3600006,72,54,3.779999971,8.159999847,4.5,1.200000048,0,0,0,0,0,0,0.565920234,0.54041779,0.501923203,0.454041004,0.397533953,0.491967237,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,-1," Do you favor or oppose making it illegal for civilians to own: Semi-automatic assault guns, such as AK-47s or uzis?  (Similar to later questions)",FALSE,FALSE,TRUE,TRUE,-1
59,1037,1995,0,NA,0,1,health,105.8399963,87.12000275,56.15999985,37.79999924,43.13000107,0,NA,NA,NA,NA,NA,NA,92.87999725,89.09999847,108.1600037,77,149.8200073,0,NA,NA,NA,NA,NA,NA,17.28000069,23.76000023,43.68000031,26.60000038,31.78000069,0,NA,NA,NA,NA,NA,NA,20.15999985,95.98999786,79.80000305,80.63999939,44.72000122,NA,NA,NA,NA,NA,NA,NA,50.40000153,188.6699982,151.6199951,78.72000122,38.47999954,NA,NA,NA,NA,NA,NA,NA,1.440000057,46.34000015,34.58000183,32.63999939,20.79999924,NA,NA,NA,NA,NA,NA,NA,8.279999733,39,34.86000061,86.45999908,69.45999908,58.5,0,0,0,0,0,0,48.99000168,76.69999695,104.5800018,144.1000061,55.86999893,48.09999847,0,0,0,0,0,0,11.72999954,14.30000019,26.55999947,34.06000137,25.67000008,24.70000076,NA,NA,NA,NA,NA,NA,273.3599854,32,11.76000023,5.840000153,418.0799866,60,26.45999908,0,120.5999985,9,10.77999973,2.160000086,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,155.9400024,74.91000366,54.27999878,NA,NA,NA,NA,138.9900055,120.3099976,151.0399933,NA,NA,NA,NA,44.06999969,31.78000069,30.68000031,NA,NA,NA,NA,202.4400024,130.75,221.7200012,308.5700073,62.65999985,83.68000031,0,0,0,0,0,0,0,0,0,0,0,0,74.51999664,118.6600037,70.5,68.16000366,103.5,195.4400024,122.1999969,106.5,28.97999954,38.38999939,42.29999924,38.34000015,249.5500031,73.31999969,442.75,95.87999725,112.6999969,20.68000031,0.235449314,0.292300522,0.363750517,0.456190825,0.566108644,0.382759964,1,0,1,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,-1," The Republicans in Congress have proposed changing Medicare so that seniors would receive vouchers with which they could purchase private health insurance, instead of receiving insurance directly from the government as they do now. Supporters",FALSE,TRUE,FALSE,FALSE,1
67,1122,1996,0,NA,0,1,taxation,41.75999832,88.31999969,75.56999969,40.02000046,33.54000092,16.37999916,NA,NA,NA,NA,NA,NA,69.59999847,82.80000305,68.69999695,35.88000107,42.56999969,40.95000076,NA,NA,NA,NA,NA,NA,62.63999939,107.6399994,85.875,60.72000122,52.88999939,59.66999817,NA,NA,NA,NA,NA,NA,12.14999962,87.87999725,80.59999847,126.7200012,0,NA,NA,NA,NA,NA,NA,NA,29.96999931,101.4000015,83.19999695,154.4400024,0,NA,NA,NA,NA,NA,NA,NA,38.88000107,148.7200012,96.19999695,118.8000031,0,NA,NA,NA,NA,NA,NA,NA,14.17000008,68,105,58.08000183,47.36000061,0,0,0,0,0,0,0,37.06000137,97.91999817,112,52.79999924,39.68000031,0,0,0,0,0,0,0,58.86000061,106.0800018,136.5,64.23999786,40.95999908,0,NA,NA,NA,NA,NA,NA,263.1000061,16.31999969,9.600000381,0,263.1000061,37.74000168,28.20000076,0,350.7999878,47.93999863,22.20000076,0,118.4400024,100.0500031,64.80000305,NA,NA,NA,NA,82.25,124.1999969,136.8000031,NA,NA,NA,NA,128.3099976,120.75,158.3999939,NA,NA,NA,NA,123.1999969,131.7599945,38.18999863,NA,NA,NA,NA,77.44000244,165.9199982,98.48999786,NA,NA,NA,NA,151.3600006,190.3200073,66.33000183,NA,NA,NA,NA,175.6999969,114.8000031,160.6399994,195.1600037,165.6600037,269.7799988,165.5899963,63.93999863,3.059999943,42,188.4299927,91.73999786,6.659999847,50.40000153,216.9799957,122.3199997,8.279999733,47.59999847,52.91999817,117.5999985,76.95999908,46.08000183,76.44000244,121.5199966,94.72000122,59.52000046,66.63999939,152.8800049,124.3199997,86.40000153,0,0,0,0,0,0,0.33976537,0.424248457,0.487279892,0.522352934,0.530433059,0.460815942,2,1,2,2,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,-2,NA,-2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,0,0,-1," The current income tax system taxes higher income people at higher rates, and lower income people at lower rates. Some people have proposed replacing that system with a flat tax which would tax people at all income levels at one, flat tax rate",FALSE,TRUE,FALSE,FALSE,1
69,1140,1996,0,NA,0,1,taxation,89.04000092,115.6500015,93.83999634,81.5,60.06000137,0,NA,NA,NA,NA,NA,NA,120.8399963,136.2100067,102,74.98000336,67.20999908,0,NA,NA,NA,NA,NA,NA,2.119999886,5.139999866,10.19999981,8.149999619,17.15999985,0,NA,NA,NA,NA,NA,NA,25.89999962,126.9000015,144.6900024,100.1900024,49.20000076,NA,NA,NA,NA,NA,NA,NA,40.59999847,146.6399994,120.1200027,116.5,67.65000153,NA,NA,NA,NA,NA,NA,NA,3.5,8.460000038,8.18999958,16.30999947,6.150000095,NA,NA,NA,NA,NA,NA,NA,62.40000153,102.9599991,93.15000153,81.83000183,65.33999634,0,0,0,0,0,0,0,88,121.6800003,105.5699997,81.83000183,52.02999878,0,0,0,0,0,0,0,8,9.359999657,8.279999733,3.339999914,2.420000076,0,NA,NA,NA,NA,NA,NA,380.4200134,26.95000076,11.31000042,4.400000095,405.230011,46.97000122,17.69000053,2.480000019,41.34999847,3.079999924,0,1.120000005,194.0599976,119.5999985,115.0699997,NA,NA,NA,NA,106.4199982,167.4400024,177.2700043,NA,NA,NA,NA,12.52000046,11.96000004,15.55000019,NA,NA,NA,NA,165.8800049,172.6199951,78.69000244,NA,NA,NA,NA,140.3600006,221.9400024,98.81999969,NA,NA,NA,NA,12.76000023,12.32999992,5.489999771,NA,NA,NA,NA,207.4600067,247.4499969,273.2399902,237.3500061,20.23999977,20.20000076,0,0,0,0,0,0,0,0,0,0,0,0,99.63999939,150.9199982,104.1399994,101,106,174.9299927,137.1600037,92.91999817,6.360000134,17.14999962,12.69999981,6.059999943,0,0,0,0,0,0,0.426147282,0.442044318,0.46669358,0.498467803,0.537507057,0.474172008,0,13,0,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,0,0,0,0,-1, (Do you favor or oppose each of the following?)... A proposal to eliminate the recent 4.3 cent per gallon increase in federal taxes on gasoline  (Similar question earlier),FALSE,TRUE,FALSE,FALSE,1
74,1182,1996,0,NA,0,1,taxation,117.3899994,183.6799927,192.3999939,122.0999985,62.40000153,51.68000031,NA,NA,NA,NA,NA,NA,150.1499939,137.7599945,166.5,86.58000183,89.59999847,89.68000031,NA,NA,NA,NA,NA,NA,2.730000019,9.840000153,11.10000038,15.53999996,8,10.64000034,NA,NA,NA,NA,NA,NA,73.13999939,268.0299988,143.1999969,155.0399933,76.61000061,NA,NA,NA,NA,NA,NA,NA,62.09999847,246.1499939,204.0599976,139.8399963,81.5,NA,NA,NA,NA,NA,NA,NA,1.379999995,32.81999969,10.73999977,9.119999886,4.889999866,NA,NA,NA,NA,NA,NA,NA,78.5,49.5,128.0099945,173.8999939,135.8399963,117.7300034,0,0,0,0,0,0,70.65000153,105.5999985,117.9700012,185,138.6699982,69.48000336,0,0,0,0,0,0,7.849999905,9.899999619,5.019999981,11.10000038,8.489999771,5.789999962,NA,NA,NA,NA,NA,NA,672.6900024,45.84999847,26.23999977,0,593.5499878,83.83999634,35.84000015,0,52.75999832,1.309999943,1.279999971,0,232.1399994,261.7999878,202.8000031,NA,NA,NA,NA,183.9600067,195.1600037,306.7999878,NA,NA,NA,NA,21.89999962,14.27999973,10.39999962,NA,NA,NA,NA,277.2999878,320.1600037,119.3199997,NA,NA,NA,NA,173.8999939,354.9599915,188.3999939,NA,NA,NA,NA,23.5,27.84000015,6.28000021,NA,NA,NA,NA,400.1400146,324.7999878,280.7999878,446.6000061,21.05999947,32.47999954,0,0,0,0,0,0,0,0,0,0,0,0,123.8199997,299.0400085,152.0399933,154.8399963,166.1000061,218.9400024,195.4799957,145.3600006,12.07999992,21.36000061,10.85999966,12.64000034,0,0,0,0,0,0,0.466122627,0.453415096,0.47096175,0.515679181,0.588671088,0.498969948,2,1,2,2,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,-2,NA,-2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,0,0,-1," (I am going to read a few statements. Please tell me if you support or oppose each item I name.) Do you support or oppose: A flat-tax system, where everyone pays the same tax rate no matter what their income?  (Similar questions later)",FALSE,TRUE,FALSE,FALSE,1
82,1255,1996,0,NA,0,7,foreign pol,147.9600067,176.8800049,156.6399994,91.34999847,50.31000137,72.16000366,NA,NA,NA,NA,NA,NA,98.63999939,196.9799957,174.4400024,87.29000092,65.79000092,63.95999908,NA,NA,NA,NA,NA,NA,27.39999962,28.13999939,24.92000008,24.36000061,12.89999962,27.87999916,NA,NA,NA,NA,NA,NA,72.68000031,247.0200043,144.0200043,230.8800049,0,NA,NA,NA,NA,NA,NA,NA,60.04000092,257.7600098,197.0800018,155.3999939,0,NA,NA,NA,NA,NA,NA,NA,23.70000076,37.59000015,37.90000153,53.27999878,0,NA,NA,NA,NA,NA,NA,NA,82.81999969,159.4900055,226.5599976,98.90000153,97.23999786,0,0,0,0,0,0,0,80.80000305,210.0599976,198.2400055,92.44999695,67.31999969,0,0,0,0,0,0,0,38.38000107,15.56000042,47.20000076,23.64999962,24.30999947,0,NA,NA,NA,NA,NA,NA,506,60.47999954,138.6000061,0,540.5,47.88000107,98.27999878,0,115,18.89999962,15.11999989,0,175.8699951,180.3999939,292.5,NA,NA,NA,NA,188.1399994,213.1999969,228.1499939,NA,NA,NA,NA,44.99000168,20.5,64.34999847,NA,NA,NA,NA,208.5500031,294.1199951,157.3600006,NA,NA,NA,NA,237.6499939,307.7999878,98.34999847,NA,NA,NA,NA,38.79999924,82.08000183,22.47999954,NA,NA,NA,NA,330.7200012,352.3800049,316.9400024,352.3800049,34.45000076,142.6300049,287.0400085,230.3600006,15.68000031,111.8300018,360.6400146,177.1999969,7.840000153,88.62000275,88.31999969,31.01000023,4.760000229,12.65999985,148.9299927,183.5200043,119.6999969,257.0499878,123.6399994,252.9600067,111.7200012,189.1499939,9.835000038,59.52000046,34.58000183,43.65000153,0,0,0,0,0,0,0.468277931,0.471499622,0.491559565,0.527040422,0.578655958,0.5074067,11,0,4,0,NA,-2,2,NA,NA,2,-2,NA,NA,NA,NA,NA,2,2,NA,2,NA,2,2,NA,NA,-2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,-2,NA,NA,0,0,1,0,0,-1," Do you favor or oppose expanding NAFTA (the North American Free Trade Agreement between Mexico, Canada, and the U.S. (United States)), to include free trade with other Latin American countries?",FALSE,TRUE,FALSE,FALSE,1
83,1261,1997,0,NA,0,1,soc welfare,97.51000214,86.09999847,90.73000336,68.15000153,53.70999908,51.06000137,NA,NA,NA,NA,NA,NA,97.51000214,115.5,116.0500031,72.5,73.36000061,45.50999832,NA,NA,NA,NA,NA,NA,3.980000019,8.399999619,6.329999924,4.349999905,3.930000067,13.31999969,NA,NA,NA,NA,NA,NA,54.90000153,134.1600037,110.5100021,75.15000153,79.05000305,NA,NA,NA,NA,NA,NA,NA,59.77999878,165.3600006,136.2100067,85.16999817,71.30000305,NA,NA,NA,NA,NA,NA,NA,7.320000172,9.359999657,10.27999973,6.679999828,4.650000095,NA,NA,NA,NA,NA,NA,NA,35.65000153,41.70999908,86.23999786,109.9199982,74.76000214,77.37999725,0,0,0,0,0,0,67.84999847,53.34999847,86.23999786,112.2099991,99.68000031,61.31999969,0,0,0,0,0,0,11.5,2.910000086,5.28000021,6.869999886,3.559999943,7.300000191,NA,NA,NA,NA,NA,NA,378.8999939,33.97000122,8.579999924,0,429.4200134,41.08000183,23.43000031,0,33.68000031,3.160000086,0.99000001,0,148.9600067,142.5599976,147.8399963,NA,NA,NA,NA,139.8399963,171.7200012,193.6000061,NA,NA,NA,NA,15.19999981,9.720000267,14.07999992,NA,NA,NA,NA,167.5200043,180.3999939,92.58999634,NA,NA,NA,NA,171.0099945,242,100.4700012,NA,NA,NA,NA,10.47000027,17.60000038,3.940000057,NA,NA,NA,NA,253,200.0700073,232.7599945,287.2799988,20.23999977,20.52000046,0,0,0,0,0,0,0,0,0,0,0,0,86.51000214,145.1999969,106.1900024,113.8799973,113.9400024,171.6000061,145.0399933,94.16999817,10.55000019,13.19999981,7.769999981,10.94999981,0,0,0,0,0,0,0.408100843,0.453161955,0.48577714,0.503333509,0.503029227,0.470680535,0,0,1,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,-1,(Please indicate whether you would generally favor or oppose each of the following proposals which might be included in the plan to balance the budget by the year 2002.)... Making small reductions in the amount by which Social Security benefits,FALSE,TRUE,FALSE,FALSE,1
85,1290,1997,0,NA,0,1,foreign pol,102.2900009,86.80000305,106.3300018,44.79999924,28.52000046,64.48000336,NA,NA,NA,NA,NA,NA,84.91999817,123.6900024,110.6699982,78.08000183,81.83999634,47.11999893,NA,NA,NA,NA,NA,NA,3.859999895,6.510000229,2.170000076,5.119999886,14.88000011,12.39999962,NA,NA,NA,NA,NA,NA,61.04000092,147.9199982,65.40000153,87.87999725,86.19000244,NA,NA,NA,NA,NA,NA,NA,41.41999817,172,146.0599976,77.73999786,82.80999756,NA,NA,NA,NA,NA,NA,NA,7.630000114,20.63999939,6.539999962,3.380000114,0,NA,NA,NA,NA,NA,NA,NA,47.45999908,54.38999939,71.72000122,93.59999847,91,70.08000183,0,0,0,0,0,0,61.02000046,46.61999893,86.38999939,141.6000061,80.5,74.45999908,0,0,0,0,0,0,4.519999981,9.989999771,4.889999866,4.800000191,3.5,1.460000038,NA,NA,NA,NA,NA,NA,333.7399902,58.29999924,12.03999996,0,447.7000122,40.27999878,11.19999981,0,24.42000008,7.420000076,4.760000229,0,121.3600006,141.3000031,172.9600067,NA,NA,NA,NA,168.7200012,166.4199982,176.6399994,NA,NA,NA,NA,8.880000114,9.420000076,22.07999992,NA,NA,NA,NA,147.4199982,180.3999939,111.5100021,NA,NA,NA,NA,215.4600067,217.3000031,71.81999969,NA,NA,NA,NA,18.89999962,12.30000019,5.670000076,NA,NA,NA,NA,223.1999969,222.7400055,262.8800049,264.1799927,9.920000076,31.07999992,0,0,0,0,0,0,0,0,0,0,0,0,96.19999695,181.2400055,76.68000031,91.01999664,77.69999695,193.0599976,134.1900024,122.0999985,11.10000038,19.70000076,4.260000229,8.880000114,463.8900146,103.0500031,503.3699951,116.7900009,29.61000061,9.159999847,0.470454335,0.446517169,0.443480253,0.463120759,0.504535675,0.465621638,8,0,3,0,NA,-2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,2,NA,NA,NA,-2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,-2,NA,NA,0,0,1,0,0,-1, Would you favor or oppose a proposal which would make it easier for the President to make trade agreements with other countries similar to the North American Free Trade Agreement between the United States and Mexico--also known as NAFTA?  (Sim,FALSE,TRUE,FALSE,FALSE,1
90,1317,1998,0,NA,0,1,religious,132.6000061,127.1999969,132.0899963,95.04000092,53.5,55.59000015,NA,NA,NA,NA,NA,NA,48.75,81.59999847,88.05999756,56.31999969,38.52000046,28.34000015,NA,NA,NA,NA,NA,NA,11.69999981,31.20000076,38.84999847,22.87999916,16.04999924,25.06999969,NA,NA,NA,NA,NA,NA,57.59999847,215.1799927,144.4799957,124.8000031,49.31999969,NA,NA,NA,NA,NA,NA,NA,19.79999924,107.5899963,79.98000336,86.40000153,73.98000336,NA,NA,NA,NA,NA,NA,NA,12.60000038,51.93999863,33.54000092,31.20000076,13.69999981,NA,NA,NA,NA,NA,NA,NA,46.79999924,163.1499939,191.3999939,89.23999786,78.75,0,0,0,0,0,0,0,26.10000038,62.75,89.31999969,75.66000366,82.25,0,0,0,0,0,0,0,17.10000038,25.10000038,35.09000015,29.10000038,14,0,NA,NA,NA,NA,NA,NA,502.7000122,61,28.55999947,7.380000114,283.3399963,29,14.27999973,1.620000005,127.9599991,10,8.159999847,0,177.2700043,198.6000061,198.2200012,NA,NA,NA,NA,102.6299973,102.6100006,112.1999969,NA,NA,NA,NA,31.10000038,29.79000092,63.58000183,NA,NA,NA,NA,181.5599976,279.6000061,129.8000031,NA,NA,NA,NA,121.0400009,139.8000031,70.40000153,NA,NA,NA,NA,53.40000153,51.25999832,17.60000038,NA,NA,NA,NA,262.6400146,353.9200134,150.0800018,189.6000061,56.27999878,82.16000366,346.8399963,140,5.980000019,70.37999725,173.4199982,87.5,17.68000031,41.40000153,77.73999786,25,2.599999905,26.21999931,118.4199982,193.4499969,173.8000031,125.9499969,55.38999939,113.1500015,104.2799988,70.98999786,17.19000053,58.40000153,41.08000183,32.06000137,376.3200073,80.94000244,261.1199951,91.58999634,130.5599976,40.47000122,0.693051398,0.701325238,0.670074701,0.597183704,0.475268602,0.627380729,2,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,-1, There have been many proposals made over the years to regulate abortion. Would you favor or oppose requiring a test to make sure that the fetus is not developed enough to live outside the womb before a woman could have an abortion?,FALSE,FALSE,TRUE,TRUE,-1
